seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,1.9612434951930418,0.11198465852973244,1.7417535644747661,2.1807334259113174,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
1,False,2.022715176208983,0.1070338321131203,1.812928865267267,2.2325014871506985,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
2,False,2.0755562600045563,0.10342209073445993,1.8728489621650148,2.278263557844098,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
3,False,2.1437979371507634,0.10625406082111542,1.935539977941377,2.3520558963601497,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
4,False,2.0132622991219926,0.09725284165523383,1.8226467294777344,2.203877868766251,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
5,False,2.2914174669825593,0.08491022008819926,2.1249934356096887,2.45784149835543,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
6,False,2.046294250713344,0.1151579907035963,1.8205845889342953,2.2720039124923925,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
7,False,2.0549091348755377,0.1084985434263423,1.8422519897599068,2.2675662799911684,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
8,False,1.9041420155369535,0.10511906218241414,1.6981086536594219,2.1101753774144854,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
9,False,1.9914020590792187,0.11068681954860693,1.774455892763949,2.2083482253944884,dgp7,pds_lasso,NL + severe NL conf.,PDS-LASSO,0.5
