seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,0.8924379590850511,0.2997760098888514,0.3048769797029024,1.4799989384671997,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
1,False,1.6590876286644356,0.31368844900621623,1.0442582686122517,2.2739169887166195,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
2,False,1.4989391175898679,0.31157612427774184,0.8882499140054939,2.1096283211742417,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
3,False,0.8565390855296943,0.41022526134297754,0.0524975732974583,1.6605805977619301,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
4,False,1.5100894534157372,0.2883896184007525,0.9448458013502623,2.075333105481212,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
5,False,1.5198560800258358,0.34876797266826365,0.8362708535960391,2.2034413064556326,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
6,False,0.8541608383305818,0.31420468408052105,0.23831965753276052,1.470002019128403,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
7,False,1.3739432357247694,0.31978233057477096,0.7471698677982184,2.0007166036513206,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
8,False,0.5897751780921608,0.37000196152740017,-0.1354286665015435,1.3149790226858653,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
9,False,0.7252269355947369,0.3009206499500812,0.13542246169257777,1.3150314094968962,dgp8,dml_rf,Weak NL conf. (dummies),DML-RF,0.5
