seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,0.4757858805382091,0.056916276150187475,0.36422997928384165,0.5873417817925766,dgp1,dml_lasso,Linear,DML-LASSO,0.5
1,False,0.42465051986389285,0.05288901554751263,0.3209880493907681,0.5283129903370176,dgp1,dml_lasso,Linear,DML-LASSO,0.5
2,False,0.4514024661706157,0.05337704235539496,0.34678346315404157,0.5560214691871899,dgp1,dml_lasso,Linear,DML-LASSO,0.5
3,False,0.4379311639226151,0.04910221429299117,0.3416908239083524,0.5341715039368778,dgp1,dml_lasso,Linear,DML-LASSO,0.5
4,False,0.5760907052935962,0.04751287153122411,0.4829654770923969,0.6692159334947955,dgp1,dml_lasso,Linear,DML-LASSO,0.5
5,False,0.43929987303349916,0.04802286066217015,0.34517506613564564,0.5334246799313527,dgp1,dml_lasso,Linear,DML-LASSO,0.5
6,False,0.4929110635254996,0.046999574331565735,0.4007918978356308,0.5850302292153685,dgp1,dml_lasso,Linear,DML-LASSO,0.5
7,False,0.5454372791484339,0.050183037324552746,0.44707852599231046,0.6437960323045573,dgp1,dml_lasso,Linear,DML-LASSO,0.5
8,False,0.4788572754974944,0.05008865938768211,0.3806835030976375,0.5770310478973514,dgp1,dml_lasso,Linear,DML-LASSO,0.5
9,False,0.4904819494074772,0.048000247252480865,0.3964014647926147,0.5845624340223396,dgp1,dml_lasso,Linear,DML-LASSO,0.5
