seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.2751173015371681,0.2005947978533369,-0.11804850225537217,0.6682831053297085,sr_pds,sr_pds,"[('sq', 0, None)]",[],"[('sq', 0, None)]",[],"{('sq', 0, None): 5.012438528870166}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
1,False,0.3124651538297979,0.2364155512163496,-0.15090932655424733,0.7758396342138432,sr_pds,sr_pds,"[('sq', 0, None)]","[('int', 9, 18)]","[('sq', 0, None)]",[],"{('sq', 0, None): 5.080137270232689}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
2,False,0.4601133297845234,0.04810267067922682,0.36583209525323884,0.5543945643158079,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]","[('int', 17, 30), ('int', 30, 36), ('int', 30, 39)]","[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.010417762714056, ('sq', 2, None): 3.035110224016058}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
3,False,0.3421810454918615,0.1661268125463906,0.01657249290093593,0.667789598082787,sr_pds,sr_pds,"[('sq', 0, None)]","[('int', 7, 43), ('int', 37, 43)]","[('sq', 0, None)]",[],"{('sq', 0, None): 4.836722404602591}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
4,False,0.5939344917549527,0.1915578392709228,0.21848112678394405,0.9693878567259614,sr_pds,sr_pds,"[('sq', 0, None)]",[],"[('sq', 0, None)]",[],"{('sq', 0, None): 5.114873861643341}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
5,False,0.4061685291846563,0.1752716112721142,0.06263617109131242,0.7497008872780002,sr_pds,sr_pds,"[('sq', 0, None)]","[('cubic', 36, 14), ('int', 36, 37), ('int', 37, 44), ('sq', 37, None)]","[('sq', 0, None)]","[('cubic', 36, 14), ('int', 36, 37), ('int', 37, 44), ('sq', 37, None)]","{('sq', 0, None): 4.987896186375597}","{('cubic', 36, 14): -0.24248511415398227, ('int', 36, 37): 0.19678495424098566, ('int', 37, 44): 0.2512499699865246, ('sq', 37, None): 0.1714260230737932}",dgp2,sr_pds,Quadratic,SR-PDS,0.5
6,False,0.41578859009212554,0.1959804657309737,0.03166687725941714,0.799910302924834,sr_pds,sr_pds,"[('sq', 0, None)]","[('int', 6, 32), ('int', 27, 32)]","[('sq', 0, None)]",[],"{('sq', 0, None): 4.965615705224314}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
7,False,0.5615806309346885,0.046069957781342624,0.47128351368325694,0.65187774818612,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]",[],"[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 4.938171719699617, ('sq', 2, None): 3.017804154705824}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
8,False,0.49052376208885834,0.04741525845090639,0.3975898555250818,0.5834576686526348,sr_pds,sr_pds,"[('sq', 0, None), ('sq', 2, None)]",[],"[('sq', 0, None), ('sq', 2, None)]",[],"{('sq', 0, None): 5.029614935336163, ('sq', 2, None): 3.0214571219968263}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
9,False,0.266807087608027,0.2540337050189617,-0.23109897422913794,0.764713149445192,sr_pds,sr_pds,"[('sq', 0, None)]",[],"[('sq', 0, None)]",[],"{('sq', 0, None): 4.839858606525389}",{},dgp2,sr_pds,Quadratic,SR-PDS,0.5
