seed,failed,beta_hat,se,ci_low,ci_high,sr_pds_variant,epds_variant,pre_lasso_terms_y,pre_lasso_terms_d,post_lasso_terms_y,post_lasso_terms_d,term_coefs_y,term_coefs_d,dgp,estimator,dgp_label,est_label,beta0
0,False,0.517137741001283,0.3148719856678107,-0.10001135090762603,1.1342868329101918,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.733740072033987}","{('cubic', 0, 1): 4.733740072033987, ('int', 3, 4): 3.1605540981342997}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
1,False,0.05554140390162768,0.2747309209521208,-0.48293120116452914,0.5940140089677844,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 5.658893173755824}","{('cubic', 0, 1): 5.658893173755824, ('int', 3, 4): 4.407308337084535}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
2,False,0.4529029001487806,0.04867300520011561,0.357503809956554,0.5483019903410071,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 5.088319523303626, ('log', 2, None): -4.952406449451381}","{('cubic', 0, 1): 5.088319523303626, ('int', 3, 4): 3.10268139882356}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
3,False,0.4759513930263852,0.042958748460685134,0.3917522460434424,0.5601505400093281,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 5.039405378597576, ('log', 2, None): -4.9674652980552585}","{('cubic', 0, 1): 5.039405378597576, ('int', 3, 4): 3.1503326753900334}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
4,False,0.3993597753659174,0.2631580961139986,-0.11643009301751983,0.9151496437493546,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.894877643510215}","{('cubic', 0, 1): 4.894877643510215, ('int', 3, 4): 3.411283034332355}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
5,False,0.47753195395436676,0.20229395567244926,0.08103580083636625,0.8740281070723672,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.908002737397351}","{('cubic', 0, 1): 4.908002737397351, ('int', 3, 4): 3.465358051095895}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
6,False,0.40898227060743036,0.07181139810441468,0.2682319303227776,0.5497326108920831,sr_pds,sr_pds,"[('cubic', 0, 1), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('sqrt', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 5.116828719974243, ('sqrt', 2, None): -14.19838055226195}","{('cubic', 0, 1): 5.116828719974243, ('int', 3, 4): 3.2021355324153777}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
7,False,0.4606102683892162,0.26752924530722183,-0.0637470524129386,0.984967589191371,sr_pds,sr_pds,"[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.89674934303641}","{('cubic', 0, 1): 4.89674934303641, ('int', 3, 4): 3.2958051083872686}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
8,False,0.9967824855842626,0.26163401623015736,0.48397981377315424,1.509585157395371,sr_pds,sr_pds,"[('cubic', 0, 1), ('int', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.192538746499389}","{('cubic', 0, 1): 4.192538746499389, ('int', 3, 4): 1.0082844050411897}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
9,False,0.5037386624813005,0.04174983477202427,0.42190898632813295,0.5855683386344681,sr_pds,sr_pds,"[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","[('cubic', 0, 1), ('log', 2, None)]","[('cubic', 0, 1), ('int', 3, 4)]","{('cubic', 0, 1): 4.9601935015239365, ('log', 2, None): -5.092930604147706}","{('cubic', 0, 1): 4.9601935015239365, ('int', 3, 4): 3.011911484631144}",dgp7,sr_pds,NL + severe NL conf.,SR-PDS,0.5
