seed,failed,beta_hat,se,ci_low,ci_high,dgp,estimator,dgp_label,est_label,beta0
0,False,0.6501435403511283,0.39651446602981616,-0.1270248130673114,1.4273118937695681,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
1,False,0.2106250441337122,0.36750666143688093,-0.5096880122825744,0.9309381005499988,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
2,False,1.2131832268125433,0.4541935566408724,0.3229638557964334,2.1034025978286532,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
3,False,0.7512252169402215,0.5239910607940612,-0.27579726221613854,1.7782476960965816,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
4,False,0.6078026903651096,0.35991468562391277,-0.09763009345775941,1.3132354741879786,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
5,False,0.5126837972955796,0.4225013821483692,-0.31541891171522407,1.340786506306383,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
6,False,0.14698181862942056,0.3366943680822626,-0.5129391428118142,0.8069027800706552,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
7,False,0.5866045351109777,0.41238814874447105,-0.22167623642818557,1.3948853066501408,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
8,False,0.957730153469304,0.358214519027487,0.2556296961754294,1.6598306107631786,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
9,False,0.5174386976418114,0.38139983506171843,-0.23010497907915672,1.2649823743627795,dgp5,dml_lasso,NL + linear conf.,DML-LASSO,0.5
