Complexity,Loss,Equation
1,179.54054,"3.9682257"
3,167.85875,"x1 * 5.1378527"
5,150.5444,"(x1 + 0.787583) * 5.2868185"
6,105.2899,"x1 * abs(x0 * 9.202031)"
7,76.015335,"(x0 * (x1 * x0)) * 5.6926455"
9,63.80622,"((x0 * 5.6131616) * (x1 * x0)) + 3.4974418"
11,59.005566,"((5.6131616 * ((x1 * x0) * x0)) + 3.4974418) - x5"
12,41.16118,"(5.9453864 * ((x0 * (x0 * x1)) - abs(x2))) + 8.13666"
13,23.844456,"(5.6638155 * (((x0 * x0) * x1) - log(abs(x2)))) - x5"
15,19.699217,"(x5 * -3.147512) + ((((x0 * x0) * x1) - log(abs(x2))) * 5.6118164)"
17,19.51429,"(x5 * -3.1493306) + (((((x0 * x0) * x1) - log(abs(x2))) * 5.614832) - x46)"
19,19.509418,"(((((x0 * (x0 * x1)) - log(abs(x2))) * 5.6044827) + 0.073848814) + (x5 * -3.1539364)) - x46"
21,19.508244,"0.9987473 * ((((((x0 * x0) * x1) - log(abs(x2))) * 5.611552) + 0.07400307) + ((x5 * -3.1536934) - x46))"
