Complexity,Loss,Equation
1,181.52531,"2.5603552"
3,149.03569,"x1 * 6.130213"
5,141.62384,"(x1 - -0.43930358) * 6.199345"
6,83.27925,"abs(x0) * (x1 * 9.316837)"
7,65.06524,"(x0 * (x1 * 5.3926554)) * x0"
9,54.350956,"(((x0 * x0) * 5.4940257) * x1) + 3.2799644"
11,48.128387,"((x1 * ((x0 * x0) * 5.523452)) - -3.230777) - x5"
12,36.171505,"(((x0 * (x0 * x1)) - abs(x2)) * 5.606507) + 7.4980297"
14,30.344246,"((((x0 * (x0 * x1)) - abs(x2)) * 5.6249304) + 7.4616437) - x5"
16,28.212002,"((x0 * x1) * (x0 * 5.4095116)) - (x5 + ((1.1403799 - abs(x2)) * -8.232546))"
18,24.779285,"((5.4339404 * (x0 * x1)) * x0) - (((1.139037 - abs(x2)) * -8.243691) + (x5 + x5))"
20,23.412094,"(((x1 * ((x0 + -0.031199021) * x0)) * 5.4887977) - ((1.1399866 - abs(x2)) * -7.9492064)) + (x5 * -3.1038585)"
24,23.256306,"1.379758 * (((x0 * (3.9560583 * (x1 * x0))) + 1.6339777) - ((x5 - (abs(1.6229934 - abs(x2)) - abs(x2))) * 2.7643847))"
26,19.05619,"(((((x0 * 1.7570416) * x0) * x1) - ((x5 - 1.0185251) - ((abs(abs(x2) - 0.6735238) - abs(x2)) * 3.5657406))) * 3.0744529) - -3.5416007"
30,19.048792,"((((x0 * 1.7555574) * (x0 * x1)) - ((((x5 - 0.95743024) - (abs(abs(x2) - 0.67318213) - abs(x2))) + 0.35787734) * 3.6148558)) * 3.0690832) - (x5 * -8.004042)"
